iter	MultiClass
183	0.2744741692
184	0.2743216535
185	0.2741660675
186	0.2739937856
187	0.2738477923
188	0.2736838434
189	0.2735099611
190	0.2733097967
191	0.2730214704
192	0.2729030252
193	0.2728475074
194	0.2728016228
195	0.2725179994
196	0.2723135099
197	0.2720522105
198	0.2720079845
199	0.2718525403
200	0.2716883306
201	0.2715536861
202	0.2712395021
203	0.2711700097
204	0.2710532815
205	0.2705473278
206	0.2704336253
207	0.2702157038
208	0.2697346297
209	0.2693495098
210	0.2692002879
211	0.2689603137
212	0.2686258308
213	0.2682803437
214	0.2682116397
215	0.2678823025
216	0.2678469631
217	0.2678012479
218	0.2676565373
219	0.2667341228
220	0.2663151853
221	0.2661722948
222	0.2658929089
223	0.2654734833
224	0.2653432017
225	0.2650312006
226	0.2642353082
227	0.2640814137
228	0.2636714967
229	0.2631610917
230	0.2628094663
231	0.2624251613
232	0.262187174
233	0.2618406853
234	0.2615551625
235	0.2612259164
236	0.2610517588
237	0.2607789736
238	0.2604909397
239	0.2601502929
240	0.2599240197
241	0.2595432426
242	0.259427069
243	0.2591784
244	0.258976363
245	0.2582137279
246	0.2579298884
247	0.2577081246
248	0.257509554
249	0.2572696003
250	0.2569617908
251	0.256764739
252	0.2563948941
253	0.2562439856
254	0.2560840339
255	0.2559326361
256	0.2557611659
257	0.2556212913
258	0.2554800626
259	0.255177643
260	0.2538755675
261	0.2537089787
262	0.2534881072
263	0.2531927617
264	0.25306795
265	0.2528959207
266	0.2527391268
267	0.2524830016
268	0.2520408135
269	0.2518643019
270	0.2516535386
271	0.2514888705
272	0.2513244469
273	0.2511695403
274	0.2509293675
275	0.2508187896
276	0.2506995624
277	0.2504680265
278	0.2503390379
279	0.2501970106
280	0.2500795386
281	0.2499713292
282	0.2498385492
283	0.2496879773
284	0.2491991942
285	0.2490748733
286	0.2488569361
287	0.248610651
288	0.2485429438
289	0.2484195466
290	0.2481423511
291	0.2480584076
292	0.2479052187
293	0.2477323412
294	0.2476618726
295	0.2475068637
296	0.2473303293
297	0.2470266296
298	0.2468923475
299	0.2467937287
300	0.2466532468
301	0.2463499489
302	0.2462541001
303	0.2454223959
304	0.244808771
305	0.2445758789
306	0.2443303129
307	0.2441277875
308	0.2441021722
309	0.2440116768
310	0.2438605873
311	0.2436888309
312	0.2436215669
313	0.2434531475
314	0.2431842119
315	0.2425457767
316	0.2424686127
317	0.2422639586
318	0.2421771504
319	0.2420368147
320	0.241847321
321	0.2418114856
322	0.241758057
323	0.241687341
324	0.2416350614
325	0.2415107871
326	0.2414245004
327	0.2410640242
328	0.240986292
329	0.2409007465
330	0.2407952799
331	0.2406480293
332	0.2404263285
333	0.2403331391
334	0.240233665
335	0.2401706664
336	0.2399849423
337	0.2397779488
338	0.2397238998
339	0.2396563206
340	0.239487264
341	0.2393581218
342	0.2392364034
343	0.2391107757
344	0.2390321279
345	0.2389925944
