iter	MultiClass
306	0.2498322183
307	0.2497813231
308	0.2495525748
309	0.2494455836
310	0.2493935942
311	0.249201443
312	0.249150739
313	0.2489829494
314	0.2488119399
315	0.2485720595
316	0.2483337869
317	0.2481355002
318	0.2480580623
319	0.2479450881
320	0.2478632817
321	0.2475428655
322	0.2473743235
323	0.2472620732
324	0.2471416325
325	0.2469979221
326	0.2469234202
327	0.2468655722
328	0.2468020432
329	0.2467521695
330	0.2466599188
331	0.2465750853
332	0.2465246777
333	0.2464964306
334	0.2463862764
335	0.2462608425
336	0.2461642798
337	0.2460273746
338	0.2457913887
339	0.2455795716
340	0.2454114719
341	0.2448334324
342	0.2447160864
343	0.2445845134
344	0.244274859
345	0.2442290162
346	0.2441284444
347	0.2439631248
348	0.243891348
349	0.2436721534
350	0.243516578
351	0.2434094924
352	0.2432383783
353	0.2430933307
354	0.2430202264
355	0.2429841582
356	0.2423125355
357	0.2422571398
358	0.2421213223
359	0.2420267252
360	0.2419130713
361	0.2418210794
362	0.2416458114
363	0.2414172831
364	0.2413149658
365	0.2411708413
366	0.2410973467
367	0.2409210639
368	0.2407933815
369	0.2406443186
370	0.2405292507
371	0.2404694416
372	0.2404371445
373	0.2403016288
374	0.240248548
