iter	Passed	Remaining
286	130233	96654
287	130678	96194
288	131121	95732
289	131567	95273
290	132007	94809
291	132450	94348
292	132909	93898
293	133336	93426
294	133755	92948
295	134201	92490
296	134630	92020
297	135062	91552
298	135497	91087
299	135933	90622
300	136358	90150
301	136792	89685
302	137234	89224
303	137658	88753
304	138104	88296
305	138551	87840
306	139031	87404
307	139490	86955
308	139926	86491
309	140380	86039
310	140852	85598
311	141310	85148
312	141782	84707
313	142191	84228
314	142639	83772
315	143094	83320
316	143536	82861
317	143998	82414
318	144435	81952
319	144851	81479
320	145282	81014
321	145710	80547
322	146149	80087
323	146579	79623
324	146993	79150
325	147434	78691
326	147873	78232
327	148316	77775
328	148764	77321
329	149205	76863
330	149639	76402
331	150094	75951
332	150557	75504
333	150993	75044
334	151417	74578
335	151851	74118
336	152309	73668
337	152746	73209
338	153198	72758
339	153641	72301
340	154090	71848
341	154586	71417
342	155083	70985
343	155532	70532
344	155974	70075
345	156406	69614
346	156824	69147
347	157269	68692
348	157722	68241
349	158148	67777
350	158569	67313
351	159002	66853
352	159437	66394
353	159867	65934
354	160297	65473
355	160700	65002
356	161211	64574
357	161690	64134
358	162109	63669
359	162533	63207
360	162976	62752
361	163418	62297
362	163846	61837
363	164253	61369
364	164689	60912
365	165125	60455
366	165580	60005
367	166024	59552
368	166474	59100
369	166907	58643
370	167357	58191
371	167788	57733
372	168212	57273
373	168641	56814
374	169070	56356
