iter	MultiClass
299	0.2475313582
300	0.2473317359
301	0.2472329975
302	0.247067914
303	0.2466830749
304	0.2466373916
305	0.24636392
306	0.2461472801
307	0.2459529531
308	0.2458410382
309	0.2457865541
310	0.2452337604
311	0.2451620123
312	0.2451026687
313	0.2449291019
314	0.2447868806
315	0.2446710621
316	0.2445956529
317	0.2444246449
318	0.2443191367
319	0.2442551155
320	0.2441845029
321	0.2441509063
322	0.244105575
323	0.2439749023
324	0.2437208029
325	0.2436488625
326	0.2435624037
327	0.2434311325
328	0.2431878414
329	0.2431089546
330	0.2430386468
331	0.242997905
332	0.2428431695
333	0.2428127431
334	0.2427397106
335	0.2426446202
336	0.242451778
337	0.2423085995
338	0.2422760574
339	0.2421475535
340	0.242084088
341	0.242014807
342	0.2419334311
343	0.2417160993
344	0.2415705934
345	0.2415465509
346	0.2414071203
347	0.2412591106
348	0.241246144
349	0.2412008357
350	0.2407546648
351	0.2406857094
352	0.2404335785
353	0.2402801335
354	0.2400764654
355	0.2399761127
356	0.2398540238
357	0.2397419199
358	0.2395500631
359	0.2394200888
360	0.2393687877
361	0.2393324655
362	0.2392200601
363	0.2391551291
364	0.2390970712
365	0.2390283549
366	0.2389805529
367	0.2388592386
368	0.2387988298
369	0.2387734666
370	0.2386547497
371	0.2385905542
372	0.2383115678
373	0.238292946
374	0.2381274154
375	0.2380772406
376	0.2379470425
377	0.2378660183
378	0.2377376773
379	0.2376921483
380	0.2374632422
381	0.2374282268
382	0.2372404028
383	0.237134421
384	0.237046359
385	0.2370027979
386	0.2368438894
387	0.2367414442
388	0.2367050557
389	0.236657556
390	0.2365395251
391	0.2364903735
392	0.236380314
393	0.2362611954
394	0.2361678476
395	0.23612875
396	0.2360829579
397	0.2359461259
398	0.2358372758
399	0.2357945379
400	0.235751777
401	0.2356798092
402	0.2356492949
403	0.2355721672
404	0.2355053784
405	0.2354370387
406	0.235401008
407	0.2352621719
408	0.2352057177
409	0.2350443183
410	0.234874275
411	0.2347764498
412	0.2347337844
413	0.234563844
414	0.2345380039
415	0.2344372767
416	0.23437162
417	0.2342111632
418	0.2342011814
419	0.234100665
420	0.2340185618
421	0.2339309947
422	0.2339119972
423	0.2338062834
424	0.2337011082
425	0.2336664925
426	0.2336303804
427	0.233503307
428	0.2334366897
429	0.2333120075
430	0.233184756
431	0.2330564639
432	0.2327345571
433	0.232685048
434	0.2326757461
435	0.2326083117
436	0.2323842077
437	0.2323560021
438	0.2321540767
439	0.2321331881
440	0.2320351424
441	0.2319619171
442	0.2319188557
443	0.2317373088
444	0.2317020629
445	0.2316835223
446	0.2316227482
447	0.2315298482
448	0.2314727439
449	0.2314253869
450	0.2313638965
