iter	MultiClass
215	0.2750796907
216	0.274975473
217	0.2746456373
218	0.2743098238
219	0.2735054157
220	0.2734228815
221	0.2730939734
222	0.2726884679
223	0.2725330925
224	0.2723373022
225	0.2719759452
226	0.2712034397
227	0.2710294514
228	0.2708317699
229	0.2706156973
230	0.2704284759
231	0.2701575629
232	0.2699562152
233	0.2694168573
234	0.2691585518
235	0.2689427761
236	0.2687047964
237	0.2685264129
238	0.2680617344
239	0.2678303642
240	0.2676556167
241	0.267449708
242	0.267118507
243	0.2667485791
244	0.2665055939
245	0.2657916919
246	0.2656338725
247	0.2648627357
248	0.2646244837
249	0.264358355
250	0.2641056925
251	0.2639190042
252	0.2634727579
253	0.2631591684
254	0.2630851834
255	0.2627998324
256	0.2627095495
257	0.2625177564
258	0.2624431062
259	0.262206216
260	0.2619812789
261	0.2618042059
262	0.2615598257
263	0.2611637578
264	0.2608072633
265	0.2605925895
266	0.2604186719
267	0.2602582147
268	0.2601381726
269	0.2592714551
270	0.2591177257
271	0.2588677509
272	0.258729398
273	0.2585933165
274	0.2584304437
275	0.2582974282
276	0.2581776009
277	0.2580327096
278	0.2577758358
279	0.25767814
280	0.2576460993
281	0.2574982558
282	0.2572843362
283	0.2571387656
284	0.2570204511
285	0.2568417337
286	0.2565451657
287	0.2563437596
288	0.2562699335
289	0.2562081958
290	0.2560426634
291	0.2552705414
292	0.2551813986
293	0.2550819619
294	0.2550192267
295	0.2549342284
296	0.254805218
297	0.2545596557
298	0.2543496655
299	0.2542259729
300	0.2540855226
301	0.2539811811
302	0.2537624201
303	0.2530528734
304	0.2529808316
305	0.2528481582
306	0.2527750397
307	0.252627161
308	0.2525257423
309	0.2524464281
310	0.2522135132
311	0.2520804398
312	0.2519695408
313	0.2518680428
314	0.251707615
315	0.2516265046
316	0.2515545986
317	0.2513819602
318	0.2512453694
319	0.2510128216
320	0.2508487194
321	0.250750142
322	0.2505688035
323	0.2505222471
324	0.2504267313
325	0.2502261897
326	0.2501700107
327	0.2500917481
328	0.2497756345
329	0.2495705885
330	0.2494174103
331	0.2487971328
332	0.2487357513
333	0.2485596352
334	0.2484657548
335	0.2483881978
336	0.248194482
337	0.2479770153
338	0.247843179
339	0.247756676
340	0.2477072084
341	0.2476276536
342	0.2475532104
343	0.2473196521
344	0.2472383723
345	0.2471279112
346	0.2467973992
347	0.2466899467
348	0.246570736
349	0.246437679
350	0.2462611651
351	0.2461689843
352	0.2460328125
353	0.2459615689
354	0.2459096632
355	0.2458914429
356	0.2457898022
357	0.2456590019
358	0.2455215723
359	0.245441695
360	0.2453558947
361	0.2453186813
362	0.245267486
363	0.245197158
364	0.2450511356
365	0.2449525755
366	0.2448915684
367	0.2447141838
368	0.2445971945
369	0.2444636548
370	0.2443179933
371	0.2442240588
372	0.2441400218
